canvassim,ZINC06648713-2 ,15a           ,15a-charge      ,15b,15b-charge,21-1,21-2,43,43-charge,55,55-charge,65,70,70-charge,78a,78a-charge,78b,78b-charge,80,81,81-charge,82,83,84,85-1,85-2,85-3,86,96,96-charge,97,97-charge,98,98-charge,99,99-charge,100,100-charge,101,101-charge,102,102-charge,103,103-charge,104,104-charge,105,105-charge,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26,CheCOSP26-charge,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R,CheCOSP30-R-charge,CheCOSP31,CheCOSP32,CheCOSP33-R,CheCOSP33-R-charge,CheCOSP34,CheCOSP35,CheCOSP35-charge,CheCOSP36-R,CheCOSP36-R-1,CheCOSP37,CheCOSP38,CheCOSP38-charge,CheCOSP39,CheCOSP40,CheCOSP40-charge,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54,CheCOSP54-charge,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP58-R,CheCOSP58-R-1,CheCOSP59,CheCOSP59-charge,CheCOSP60,CheCOSP61,CheCOSP62,CheCOSP62-charge,CheCOSP63,CheCOSP64,CheCOSP64-1,DHN1           ,DHN2           ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  ,goniothalamin ,CheCOSP57
81,0.365079,0.666667,0.692308,0.666667,0.692308,0.745098,0.730769,0.607143,0.631579,0.641509,0.679245,0.72549,0.611111,0.648148,0.634615,0.673077,0.634615,0.673077,0.847826,1,0.952381,0.847826,0.72549,0.698113,0.716981,0.716981,0.692308,0.723404,0.654545,0.678571,0.654545,0.678571,0.551724,0.576271,0.52381,0.546875,0.666667,0.692308,0.627451,0.653846,0.627451,0.653846,0.627451,0.653846,0.653846,0.679245,0.653846,0.679245,0.5,0.241379,0.27451,0.230769,0.285714,0.24,0.306452,0.316667,0.316667,0.233333,0.241379,0.241379,0.306452,0.316667,0.306452,0.316667,0.32,0.310345,0.233333,0.306452,0.230769,0.277778,0.351852,0.518519,0.611111,0.618182,0.482759,0.169811,0.465517,0.525424,0.313726,0.666667,0.38983,0.413793,0.280702,0.508475,0.583333,0.515152,0.507692,0.350877,0.673077,0.596154,0.363636,0.660377,0.584906,0.666667,0.483333,0.491803,0.233333,0.306452,0.290323,0.290323,0.290323,0.290323,0.290323,0.290323,0.34375,0.34375,0.353846,0.375,0.230769,0.226415,0.611111,0.515152,0.507692,0.518519,0.611111,0.618182,0.571429,0.472727,0.563636,0.269841,0.610169,0.6,0.413793,0.446429,0.534483,0.534483,0.492063,0.419355,0.54386,0.54386,0.412698,0.34375,0.387097,0.191489,0.518519
81-charge,0.354839,0.693878,0.653846,0.693878,0.653846,0.705882,0.692308,0.62963,0.596491,0.666667,0.641509,0.686275,0.603774,0.611111,0.627451,0.634615,0.627451,0.634615,0.804348,0.952381,1,0.804348,0.686275,0.660377,0.679245,0.679245,0.72,0.680851,0.679245,0.642857,0.679245,0.642857,0.571429,0.542373,0.540984,0.515625,0.693878,0.653846,0.653061,0.615385,0.653061,0.615385,0.653061,0.615385,0.68,0.641509,0.68,0.641509,0.490196,0.25,0.285714,0.24,0.297872,0.25,0.295082,0.305085,0.305085,0.241379,0.25,0.25,0.295082,0.305085,0.295082,0.305085,0.333333,0.321429,0.241379,0.295082,0.24,0.288462,0.339623,0.538462,0.574074,0.581818,0.5,0.176471,0.482143,0.491525,0.3,0.62963,0.37931,0.37931,0.290909,0.526316,0.55,0.484848,0.476923,0.339286,0.634615,0.588235,0.351852,0.622642,0.576923,0.62963,0.45,0.459016,0.241379,0.295082,0.3,0.3,0.3,0.3,0.3,0.3,0.3125,0.3125,0.34375,0.34375,0.24,0.235294,0.574074,0.484848,0.476923,0.538462,0.574074,0.581818,0.535714,0.490566,0.527273,0.258065,0.576271,0.566667,0.428571,0.462963,0.5,0.5,0.460317,0.433333,0.508772,0.508772,0.42623,0.354839,0.377049,0.2,0.538462
82,0.403226,0.72,0.78,0.72,0.78,0.8,0.784314,0.654545,0.709091,0.72549,0.764706,0.78,0.692308,0.730769,0.72,0.76,0.72,0.76,0.954545,0.847826,0.804348,1,0.78,0.75,0.803922,0.803922,0.745098,0.782609,0.703704,0.759259,0.703704,0.759259,0.596491,0.649123,0.564516,0.612903,0.72,0.78,0.68,0.74,0.68,0.74,0.68,0.74,0.705882,0.764706,0.705882,0.764706,0.54902,0.237288,0.269231,0.226415,0.28,0.235294,0.344262,0.355932,0.355932,0.229508,0.237288,0.237288,0.344262,0.355932,0.344262,0.355932,0.313726,0.305085,0.229508,0.344262,0.226415,0.272727,0.37037,0.566038,0.660377,0.698113,0.5,0.166667,0.508772,0.568965,0.307692,0.75,0.40678,0.431034,0.298246,0.525424,0.627119,0.578125,0.571429,0.368421,0.72549,0.647059,0.381818,0.711538,0.634615,0.75,0.5,0.533333,0.229508,0.344262,0.327869,0.327869,0.327869,0.327869,0.327869,0.327869,0.380952,0.380952,0.390625,0.412698,0.226415,0.222222,0.660377,0.578125,0.571429,0.566038,0.660377,0.698113,0.648148,0.518519,0.611111,0.306452,0.627119,0.616667,0.482143,0.490909,0.578947,0.578947,0.583333,0.483333,0.589286,0.589286,0.363636,0.380952,0.403226,0.212766,0.566038
83,0.40625,0.816327,0.877551,0.816327,0.877551,0.86,0.843137,0.740741,0.796296,0.82,0.86,0.877551,0.82,0.86,0.816327,0.857143,0.816327,0.857143,0.78,0.72549,0.686275,0.78,1,0.958333,0.938776,0.938776,0.877551,0.808511,0.759259,0.814815,0.759259,0.814815,0.678571,0.732143,0.639344,0.688525,0.816327,0.877551,0.77551,0.836735,0.77551,0.836735,0.77551,0.836735,0.8,0.86,0.8,0.86,0.54717,0.266667,0.277778,0.236364,0.288462,0.245283,0.370968,0.383333,0.383333,0.258065,0.266667,0.266667,0.370968,0.383333,0.370968,0.383333,0.296296,0.311475,0.258065,0.370968,0.236364,0.280702,0.375,0.482759,0.568965,0.603448,0.636364,0.178571,0.459016,0.516129,0.314815,0.649123,0.433333,0.457627,0.305085,0.603448,0.706897,0.677419,0.672131,0.372881,0.625,0.553571,0.385965,0.614035,0.54386,0.649123,0.52459,0.583333,0.258065,0.370968,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.4375,0.460317,0.236364,0.232143,0.568965,0.677419,0.672131,0.482759,0.568965,0.603448,0.559322,0.440678,0.525424,0.333333,0.622951,0.612903,0.482759,0.440678,0.55,0.55,0.661017,0.559322,0.559322,0.559322,0.367647,0.384615,0.451613,0.22449,0.482759
84,0.415385,0.784314,0.843137,0.784314,0.843137,0.826923,0.811321,0.714286,0.767857,0.788462,0.826923,0.843137,0.788462,0.826923,0.784314,0.823529,0.784314,0.823529,0.75,0.698113,0.660377,0.75,0.958333,1,0.94,0.94,0.88,0.77551,0.732143,0.785714,0.732143,0.785714,0.714286,0.767857,0.645161,0.693548,0.784314,0.843137,0.745098,0.803922,0.745098,0.803922,0.745098,0.803922,0.769231,0.826923,0.769231,0.826923,0.527273,0.278689,0.267857,0.22807,0.277778,0.236364,0.380952,0.393443,0.393443,0.269841,0.278689,0.278689,0.380952,0.393443,0.380952,0.393443,0.285714,0.322581,0.269841,0.380952,0.22807,0.271186,0.362069,0.466667,0.55,0.583333,0.614035,0.172414,0.444444,0.52381,0.303571,0.627119,0.442623,0.466667,0.295082,0.610169,0.711864,0.709677,0.677419,0.383333,0.603448,0.534483,0.372881,0.59322,0.525424,0.627119,0.532258,0.590164,0.269841,0.380952,0.365079,0.365079,0.365079,0.365079,0.365079,0.365079,0.4375,0.4375,0.446154,0.46875,0.22807,0.224138,0.55,0.709677,0.677419,0.466667,0.55,0.583333,0.540984,0.42623,0.508197,0.34375,0.603175,0.59375,0.491525,0.42623,0.532258,0.532258,0.639344,0.540984,0.540984,0.540984,0.376812,0.393939,0.460317,0.215686,0.466667
85-1,0.409091,0.84,0.9,0.84,0.9,0.882353,0.865385,0.763636,0.818182,0.843137,0.882353,0.9,0.843137,0.882353,0.84,0.88,0.84,0.88,0.803922,0.716981,0.679245,0.803922,0.938776,0.94,1,1,0.938776,0.76,0.781818,0.836364,0.781818,0.836364,0.732143,0.785714,0.688525,0.737705,0.84,0.9,0.8,0.86,0.8,0.86,0.8,0.86,0.823529,0.882353,0.823529,0.882353,0.517857,0.253968,0.263158,0.224138,0.272727,0.232143,0.353846,0.365079,0.365079,0.246154,0.253968,0.253968,0.353846,0.365079,0.353846,0.365079,0.303571,0.31746,0.246154,0.353846,0.224138,0.266667,0.355932,0.508475,0.59322,0.627119,0.603448,0.169492,0.460317,0.515625,0.298246,0.672414,0.412698,0.435484,0.290323,0.655172,0.758621,0.725806,0.721311,0.354839,0.649123,0.578947,0.366667,0.637931,0.568965,0.672414,0.5,0.555556,0.246154,0.353846,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.409091,0.409091,0.41791,0.439394,0.224138,0.220339,0.59322,0.725806,0.721311,0.508475,0.59322,0.627119,0.583333,0.466667,0.55,0.318182,0.645161,0.634921,0.483333,0.466667,0.57377,0.57377,0.655738,0.557377,0.583333,0.583333,0.352113,0.38806,0.453125,0.211538,0.508475
85-2,0.409091,0.84,0.9,0.84,0.9,0.882353,0.865385,0.763636,0.818182,0.843137,0.882353,0.9,0.843137,0.882353,0.84,0.88,0.84,0.88,0.803922,0.716981,0.679245,0.803922,0.938776,0.94,1,1,0.938776,0.76,0.781818,0.836364,0.781818,0.836364,0.732143,0.785714,0.688525,0.737705,0.84,0.9,0.8,0.86,0.8,0.86,0.8,0.86,0.823529,0.882353,0.823529,0.882353,0.517857,0.253968,0.263158,0.224138,0.272727,0.232143,0.353846,0.365079,0.365079,0.246154,0.253968,0.253968,0.353846,0.365079,0.353846,0.365079,0.303571,0.31746,0.246154,0.353846,0.224138,0.266667,0.355932,0.508475,0.59322,0.627119,0.603448,0.169492,0.460317,0.515625,0.298246,0.672414,0.412698,0.435484,0.290323,0.655172,0.758621,0.725806,0.721311,0.354839,0.649123,0.578947,0.366667,0.637931,0.568965,0.672414,0.5,0.555556,0.246154,0.353846,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.409091,0.409091,0.41791,0.439394,0.224138,0.220339,0.59322,0.725806,0.721311,0.508475,0.59322,0.627119,0.583333,0.466667,0.55,0.318182,0.645161,0.634921,0.483333,0.466667,0.57377,0.57377,0.655738,0.557377,0.583333,0.583333,0.352113,0.38806,0.453125,0.211538,0.508475
85-3,0.384615,0.893617,0.84,0.893617,0.84,0.823529,0.807692,0.807692,0.763636,0.857143,0.823529,0.84,0.82,0.823529,0.816327,0.82,0.816327,0.82,0.78,0.692308,0.72,0.745098,0.877551,0.88,0.938776,0.938776,1,0.7,0.826923,0.781818,0.826923,0.781818,0.773585,0.732143,0.724138,0.688525,0.893617,0.84,0.851064,0.8,0.851064,0.8,0.851064,0.8,0.875,0.823529,0.875,0.823529,0.490909,0.266667,0.277778,0.236364,0.288462,0.245283,0.328125,0.33871,0.33871,0.258065,0.266667,0.266667,0.328125,0.33871,0.328125,0.33871,0.320755,0.333333,0.258065,0.328125,0.236364,0.280702,0.350877,0.535714,0.568965,0.603448,0.636364,0.178571,0.483333,0.492063,0.290909,0.649123,0.409836,0.409836,0.305085,0.690909,0.706897,0.677419,0.672131,0.35,0.625,0.581818,0.362069,0.614035,0.571429,0.649123,0.47619,0.507937,0.258065,0.328125,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.363636,0.363636,0.393939,0.393939,0.236364,0.232143,0.568965,0.677419,0.672131,0.535714,0.568965,0.603448,0.559322,0.491228,0.525424,0.292308,0.596774,0.587302,0.482759,0.491228,0.55,0.55,0.606557,0.586207,0.559322,0.559322,0.367647,0.384615,0.428571,0.22449,0.535714
86,0.40678,0.64,0.7,0.64,0.7,0.686275,0.673077,0.581818,0.636364,0.647059,0.686275,0.7,0.647059,0.686275,0.64,0.68,0.64,0.68,0.782609,0.723404,0.680851,0.782609,0.808511,0.77551,0.76,0.76,0.7,1,0.6,0.654545,0.6,0.654545,0.526316,0.578947,0.5,0.548387,0.64,0.7,0.6,0.66,0.6,0.66,0.6,0.66,0.627451,0.686275,0.627451,0.686275,0.530612,0.254545,0.291667,0.244898,0.304348,0.255319,0.368421,0.381818,0.381818,0.245614,0.254545,0.254545,0.368421,0.381818,0.368421,0.381818,0.3125,0.303571,0.245614,0.368421,0.244898,0.294118,0.4,0.436364,0.527273,0.563636,0.482143,0.18,0.413793,0.474576,0.333333,0.611111,0.490566,0.490566,0.320755,0.457627,0.559322,0.539683,0.532258,0.396226,0.584906,0.509434,0.384615,0.574074,0.5,0.611111,0.592593,0.660377,0.245614,0.368421,0.350877,0.350877,0.350877,0.350877,0.350877,0.350877,0.431034,0.431034,0.465517,0.465517,0.244898,0.24,0.527273,0.539683,0.532258,0.436364,0.527273,0.563636,0.517857,0.392857,0.482143,0.327586,0.559322,0.55,0.490566,0.444444,0.457627,0.457627,0.516667,0.416667,0.465517,0.465517,0.387097,0.383333,0.431034,0.232558,0.436364
96,0.347826,0.877551,0.826923,0.877551,0.826923,0.745455,0.732143,0.796296,0.754386,0.843137,0.811321,0.759259,0.773585,0.777778,0.803922,0.807692,0.803922,0.807692,0.735849,0.654545,0.679245,0.703704,0.759259,0.732143,0.781818,0.781818,0.826923,0.6,1,0.942308,0.96,0.90566,0.732143,0.694915,0.688525,0.65625,0.877551,0.826923,0.836735,0.788462,0.836735,0.788462,0.836735,0.788462,0.86,0.811321,0.897959,0.846154,0.491228,0.316667,0.263158,0.224138,0.296296,0.254545,0.333333,0.365079,0.365079,0.285714,0.316667,0.316667,0.333333,0.365079,0.333333,0.365079,0.303571,0.360656,0.285714,0.333333,0.224138,0.266667,0.333333,0.508475,0.540984,0.57377,0.55,0.169492,0.483871,0.492308,0.321429,0.672414,0.390625,0.390625,0.290323,0.57377,0.59375,0.597015,0.590909,0.333333,0.62069,0.578947,0.322581,0.637931,0.596491,0.672414,0.454545,0.462687,0.285714,0.333333,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.38806,0.38806,0.397059,0.397059,0.224138,0.220339,0.540984,0.597015,0.590909,0.508475,0.540984,0.57377,0.532258,0.466667,0.5,0.298507,0.522388,0.514706,0.483333,0.54386,0.627119,0.627119,0.629032,0.610169,0.637931,0.637931,0.476923,0.347826,0.38806,0.285714,0.508475
96-charge,0.371429,0.826923,0.884615,0.826923,0.884615,0.8,0.785714,0.754386,0.807018,0.830189,0.867925,0.814815,0.796296,0.833333,0.826923,0.865385,0.826923,0.865385,0.759259,0.678571,0.642857,0.759259,0.814815,0.785714,0.836364,0.836364,0.781818,0.654545,0.942308,1,0.90566,0.962264,0.694915,0.745763,0.65625,0.703125,0.826923,0.884615,0.788462,0.846154,0.788462,0.846154,0.788462,0.846154,0.811321,0.867925,0.846154,0.903846,0.517241,0.301587,0.25,0.213115,0.280702,0.241379,0.358209,0.390625,0.390625,0.272727,0.301587,0.301587,0.358209,0.390625,0.358209,0.390625,0.288136,0.34375,0.272727,0.358209,0.213115,0.253968,0.33871,0.483871,0.564516,0.596774,0.52381,0.16129,0.461538,0.515152,0.327586,0.694915,0.393939,0.415385,0.276923,0.546875,0.640625,0.641791,0.636364,0.338462,0.644068,0.576271,0.328125,0.661017,0.59322,0.694915,0.477612,0.507463,0.272727,0.358209,0.343284,0.343284,0.343284,0.343284,0.343284,0.343284,0.432836,0.432836,0.42029,0.441176,0.213115,0.209677,0.564516,0.641791,0.636364,0.483871,0.564516,0.596774,0.555556,0.444444,0.52381,0.323529,0.567164,0.558824,0.483871,0.516667,0.65,0.65,0.677419,0.580645,0.661017,0.661017,0.455882,0.352113,0.411765,0.269231,0.483871
97,0.347826,0.877551,0.826923,0.877551,0.826923,0.745455,0.732143,0.796296,0.754386,0.843137,0.811321,0.759259,0.773585,0.777778,0.803922,0.807692,0.803922,0.807692,0.735849,0.654545,0.679245,0.703704,0.759259,0.732143,0.781818,0.781818,0.826923,0.6,0.96,0.90566,1,0.942308,0.732143,0.694915,0.688525,0.65625,0.877551,0.826923,0.836735,0.788462,0.836735,0.788462,0.836735,0.788462,0.897959,0.846154,0.86,0.811321,0.465517,0.316667,0.263158,0.245614,0.296296,0.277778,0.333333,0.365079,0.365079,0.285714,0.316667,0.316667,0.333333,0.365079,0.333333,0.365079,0.327273,0.360656,0.285714,0.333333,0.245614,0.288136,0.311475,0.508475,0.540984,0.57377,0.55,0.189655,0.508197,0.515625,0.321429,0.644068,0.412698,0.412698,0.290323,0.57377,0.59375,0.621212,0.615385,0.354839,0.59322,0.551724,0.322581,0.610169,0.568965,0.644068,0.476923,0.484848,0.285714,0.333333,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.38806,0.38806,0.397059,0.397059,0.245614,0.241379,0.540984,0.621212,0.615385,0.508475,0.540984,0.57377,0.532258,0.466667,0.5,0.298507,0.522388,0.537313,0.483333,0.54386,0.6,0.6,0.603175,0.583333,0.610169,0.610169,0.476923,0.347826,0.38806,0.26,0.508475
97-charge,0.371429,0.826923,0.884615,0.826923,0.884615,0.8,0.785714,0.754386,0.807018,0.830189,0.867925,0.814815,0.796296,0.833333,0.826923,0.865385,0.826923,0.865385,0.759259,0.678571,0.642857,0.759259,0.814815,0.785714,0.836364,0.836364,0.781818,0.654545,0.90566,0.962264,0.942308,1,0.694915,0.745763,0.65625,0.703125,0.826923,0.884615,0.788462,0.846154,0.788462,0.846154,0.788462,0.846154,0.846154,0.903846,0.811321,0.867925,0.491525,0.301587,0.25,0.233333,0.280702,0.263158,0.358209,0.390625,0.390625,0.272727,0.301587,0.301587,0.358209,0.390625,0.358209,0.390625,0.310345,0.34375,0.272727,0.358209,0.233333,0.274194,0.31746,0.483871,0.564516,0.596774,0.52381,0.180328,0.484375,0.538462,0.327586,0.666667,0.415385,0.4375,0.276923,0.546875,0.640625,0.666667,0.661538,0.359375,0.616667,0.55,0.328125,0.633333,0.566667,0.666667,0.5,0.530303,0.272727,0.358209,0.343284,0.343284,0.343284,0.343284,0.343284,0.343284,0.432836,0.432836,0.42029,0.441176,0.233333,0.229508,0.564516,0.666667,0.661538,0.483871,0.564516,0.596774,0.555556,0.444444,0.52381,0.323529,0.567164,0.58209,0.483871,0.516667,0.622951,0.622951,0.650794,0.555556,0.633333,0.633333,0.455882,0.352113,0.411765,0.245283,0.483871
98,0.415385,0.82,0.773585,0.82,0.773585,0.666667,0.655172,0.745455,0.706897,0.823529,0.792453,0.678571,0.722222,0.727273,0.716981,0.722222,0.716981,0.722222,0.625,0.551724,0.571429,0.596491,0.678571,0.714286,0.732143,0.732143,0.773585,0.526316,0.732143,0.694915,0.732143,0.694915,1,0.941176,0.821429,0.779661,0.82,0.773585,0.854167,0.803922,0.854167,0.803922,0.854167,0.803922,0.803922,0.759259,0.803922,0.759259,0.423729,0.344828,0.314815,0.272727,0.326923,0.283019,0.359375,0.370968,0.370968,0.333333,0.344828,0.344828,0.359375,0.370968,0.359375,0.370968,0.333333,0.38983,0.333333,0.359375,0.272727,0.315789,0.338983,0.517241,0.55,0.583333,0.586207,0.283019,0.491803,0.52381,0.327273,0.627119,0.442623,0.442623,0.316667,0.637931,0.655738,0.68254,0.650794,0.383333,0.603448,0.561404,0.35,0.59322,0.551724,0.627119,0.507937,0.515625,0.333333,0.359375,0.387097,0.387097,0.387097,0.387097,0.387097,0.387097,0.415385,0.415385,0.424242,0.424242,0.272727,0.267857,0.55,0.68254,0.650794,0.517241,0.55,0.583333,0.62069,0.553571,0.586207,0.365079,0.553846,0.545455,0.491525,0.5,0.461538,0.461538,0.492537,0.46875,0.46875,0.46875,0.376812,0.415385,0.415385,0.24,0.517241
98-charge,0.439394,0.773585,0.830189,0.773585,0.830189,0.719298,0.706897,0.706897,0.758621,0.811321,0.849057,0.732143,0.745455,0.781818,0.740741,0.777778,0.740741,0.777778,0.649123,0.576271,0.542373,0.649123,0.732143,0.767857,0.785714,0.785714,0.732143,0.578947,0.694915,0.745763,0.694915,0.745763,0.941176,1,0.779661,0.830508,0.773585,0.830189,0.803922,0.862745,0.803922,0.862745,0.803922,0.862745,0.759259,0.814815,0.759259,0.814815,0.45,0.327869,0.298246,0.258621,0.309091,0.267857,0.384615,0.396825,0.396825,0.31746,0.327869,0.327869,0.384615,0.396825,0.384615,0.396825,0.315789,0.370968,0.31746,0.384615,0.258621,0.3,0.344262,0.491803,0.57377,0.606557,0.557377,0.267857,0.46875,0.546875,0.333333,0.65,0.444444,0.467742,0.301587,0.606557,0.704918,0.730159,0.698413,0.387097,0.627119,0.559322,0.354839,0.616667,0.55,0.65,0.53125,0.5625,0.31746,0.384615,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.461538,0.461538,0.447761,0.469697,0.258621,0.254237,0.57377,0.730159,0.698413,0.491803,0.57377,0.606557,0.644068,0.525424,0.610169,0.390625,0.6,0.590909,0.491803,0.47541,0.484848,0.484848,0.537313,0.447761,0.492308,0.492308,0.361111,0.41791,0.439394,0.226415,0.491803
99,0.507692,0.732143,0.694915,0.732143,0.694915,0.655738,0.645161,0.789474,0.75,0.736842,0.711864,0.639344,0.677966,0.683333,0.672414,0.677966,0.672414,0.677966,0.590164,0.52381,0.540984,0.564516,0.639344,0.645161,0.688525,0.688525,0.724138,0.5,0.688525,0.65625,0.688525,0.65625,0.821429,0.779661,1,0.947368,0.732143,0.694915,0.759259,0.719298,0.759259,0.719298,0.759259,0.719298,0.719298,0.683333,0.719298,0.683333,0.451613,0.272727,0.262295,0.225806,0.271186,0.233333,0.309859,0.318841,0.318841,0.264706,0.272727,0.272727,0.309859,0.318841,0.309859,0.318841,0.3,0.333333,0.264706,0.309859,0.225806,0.265625,0.307692,0.46875,0.5,0.530303,0.53125,0.233333,0.447761,0.457143,0.274194,0.569231,0.382353,0.382353,0.287879,0.578125,0.597015,0.6,0.594203,0.328358,0.546875,0.507937,0.318182,0.538462,0.5,0.569231,0.442857,0.450704,0.264706,0.309859,0.314286,0.314286,0.314286,0.314286,0.314286,0.314286,0.361111,0.361111,0.369863,0.369863,0.225806,0.222222,0.5,0.6,0.594203,0.46875,0.5,0.530303,0.5625,0.5,0.53125,0.314286,0.507042,0.5,0.402985,0.430769,0.463768,0.463768,0.492958,0.470588,0.470588,0.470588,0.328947,0.507692,0.507692,0.214286,0.46875
99-charge,0.530303,0.694915,0.745763,0.694915,0.745763,0.704918,0.693548,0.75,0.8,0.728814,0.762712,0.688525,0.7,0.733333,0.694915,0.728814,0.694915,0.728814,0.612903,0.546875,0.515625,0.612903,0.688525,0.693548,0.737705,0.737705,0.688525,0.548387,0.65625,0.703125,0.65625,0.703125,0.779661,0.830508,0.947368,1,0.694915,0.745763,0.719298,0.77193,0.719298,0.77193,0.719298,0.77193,0.683333,0.733333,0.683333,0.733333,0.47619,0.26087,0.25,0.215385,0.258065,0.222222,0.333333,0.342857,0.342857,0.253521,0.26087,0.26087,0.333333,0.342857,0.333333,0.342857,0.285714,0.318841,0.253521,0.333333,0.215385,0.253731,0.313433,0.447761,0.522388,0.552239,0.507463,0.222222,0.428571,0.478873,0.28125,0.590909,0.385714,0.405797,0.275362,0.552239,0.641791,0.642857,0.637681,0.333333,0.569231,0.507692,0.323529,0.560606,0.5,0.590909,0.464789,0.492958,0.253521,0.333333,0.319444,0.319444,0.319444,0.319444,0.319444,0.319444,0.402778,0.402778,0.391892,0.410959,0.215385,0.212121,0.522388,0.642857,0.637681,0.447761,0.522388,0.552239,0.584615,0.476923,0.553846,0.338028,0.549296,0.541667,0.405797,0.411765,0.485714,0.485714,0.535211,0.450704,0.492754,0.492754,0.316456,0.507463,0.530303,0.20339,0.447761
100,0.359375,1,0.934783,1,0.934783,0.8,0.784314,0.895833,0.843137,0.955556,0.914894,0.816327,0.833333,0.836735,0.869565,0.87234,0.869565,0.87234,0.755102,0.666667,0.693878,0.72,0.816327,0.784314,0.84,0.84,0.893617,0.64,0.877551,0.826923,0.877551,0.826923,0.82,0.773585,0.732143,0.694915,1,0.934783,0.953488,0.891304,0.953488,0.891304,0.953488,0.891304,0.977273,0.914894,0.977273,0.914894,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.322581,0.333333,0.333333,0.293103,0.303571,0.303571,0.322581,0.333333,0.322581,0.333333,0.313726,0.350877,0.293103,0.322581,0.25,0.296296,0.321429,0.509091,0.54386,0.578947,0.581818,0.188679,0.482759,0.491803,0.307692,0.625,0.40678,0.40678,0.298246,0.607143,0.627119,0.629032,0.622951,0.344828,0.6,0.555556,0.333333,0.589286,0.545455,0.625,0.47541,0.483871,0.293103,0.322581,0.35,0.35,0.35,0.35,0.35,0.35,0.380952,0.380952,0.390625,0.390625,0.25,0.245283,0.54386,0.629032,0.622951,0.509091,0.54386,0.578947,0.534483,0.464286,0.5,0.285714,0.548387,0.539683,0.509091,0.54717,0.525424,0.525424,0.557377,0.534483,0.534483,0.534483,0.384615,0.359375,0.403226,0.266667,0.509091
100-charge,0.384615,0.934783,1,0.934783,1,0.86,0.843137,0.843137,0.901961,0.93617,0.978723,0.877551,0.857143,0.897959,0.893617,0.93617,0.893617,0.93617,0.78,0.692308,0.653846,0.78,0.877551,0.843137,0.9,0.9,0.84,0.7,0.826923,0.884615,0.826923,0.884615,0.773585,0.830189,0.694915,0.745763,0.934783,1,0.891304,0.956522,0.891304,0.956522,0.891304,0.956522,0.914894,0.978723,0.914894,0.978723,0.518519,0.288136,0.277778,0.236364,0.288462,0.245283,0.349206,0.360656,0.360656,0.278689,0.288136,0.288136,0.349206,0.360656,0.349206,0.360656,0.296296,0.333333,0.278689,0.349206,0.236364,0.280702,0.327586,0.482759,0.568965,0.603448,0.551724,0.178571,0.459016,0.516129,0.314815,0.649123,0.409836,0.433333,0.283333,0.576271,0.677966,0.677419,0.672131,0.35,0.625,0.553571,0.338983,0.614035,0.54386,0.649123,0.5,0.532258,0.278689,0.349206,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.415385,0.4375,0.236364,0.232143,0.568965,0.677419,0.672131,0.482759,0.568965,0.603448,0.559322,0.440678,0.525424,0.3125,0.596774,0.587302,0.508772,0.517857,0.55,0.55,0.606557,0.508197,0.559322,0.559322,0.367647,0.363636,0.428571,0.25,0.482759
