canvassim,15a           ,15a-charge      ,15b-charge,15b,21-1,21-2,43-charge,43,55-charge,55,65,70-charge,70,78a-charge,78a,78b-charge,78b,80,81-charge,81,82,83,84,85-1,85-2,85-3,86,96-charge,96,97-charge,97,98-charge,98,99-charge,99,100-charge,100,101-charge,101,102-charge,102,103-charge,103,104-charge,104,105-charge,105,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26-charge,CheCOSP26,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R-charge,CheCOSP30-R,CheCOSP31,CheCOSP32,CheCOSP33-R-charge,CheCOSP33-R,CheCOSP34,CheCOSP35-charge,CheCOSP35,CheCOSP36-R-1,CheCOSP36-R,CheCOSP37,CheCOSP38-charge,CheCOSP38,CheCOSP39,CheCOSP40-charge,CheCOSP40,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54-charge,CheCOSP54,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP57,CheCOSP58-R-1,CheCOSP58-R,CheCOSP59-charge,CheCOSP59,CheCOSP60,CheCOSP61,CheCOSP62-charge,CheCOSP62,CheCOSP63,CheCOSP64-1,CheCOSP64,DHN1           ,DHN2           ,goniothalamin ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  
81,0.666667,0.692308,0.692308,0.666667,0.745098,0.730769,0.631579,0.607143,0.679245,0.641509,0.72549,0.648148,0.611111,0.673077,0.634615,0.673077,0.634615,0.847826,0.952381,1,0.847826,0.72549,0.698113,0.716981,0.716981,0.692308,0.723404,0.678571,0.654545,0.678571,0.654545,0.576271,0.551724,0.546875,0.52381,0.692308,0.666667,0.653846,0.627451,0.653846,0.627451,0.653846,0.627451,0.679245,0.653846,0.679245,0.653846,0.5,0.241379,0.27451,0.230769,0.285714,0.24,0.306452,0.316667,0.316667,0.233333,0.241379,0.241379,0.306452,0.316667,0.306452,0.316667,0.32,0.310345,0.233333,0.306452,0.230769,0.277778,0.351852,0.611111,0.518519,0.618182,0.482759,0.169811,0.525424,0.465517,0.313726,0.666667,0.413793,0.38983,0.280702,0.583333,0.508475,0.507692,0.515152,0.350877,0.596154,0.673077,0.363636,0.584906,0.660377,0.666667,0.483333,0.491803,0.233333,0.306452,0.290323,0.290323,0.290323,0.290323,0.290323,0.290323,0.34375,0.34375,0.375,0.353846,0.230769,0.226415,0.611111,0.518519,0.507692,0.515152,0.611111,0.518519,0.618182,0.571429,0.563636,0.472727,0.269841,0.6,0.610169,0.413793,0.446429,0.191489,0.534483,0.534483,0.492063,0.419355,0.54386,0.54386,0.412698,0.34375,0.387097
82,0.72,0.78,0.78,0.72,0.8,0.784314,0.709091,0.654545,0.764706,0.72549,0.78,0.730769,0.692308,0.76,0.72,0.76,0.72,0.954545,0.804348,0.847826,1,0.78,0.75,0.803922,0.803922,0.745098,0.782609,0.759259,0.703704,0.759259,0.703704,0.649123,0.596491,0.612903,0.564516,0.78,0.72,0.74,0.68,0.74,0.68,0.74,0.68,0.764706,0.705882,0.764706,0.705882,0.54902,0.237288,0.269231,0.226415,0.28,0.235294,0.344262,0.355932,0.355932,0.229508,0.237288,0.237288,0.344262,0.355932,0.344262,0.355932,0.313726,0.305085,0.229508,0.344262,0.226415,0.272727,0.37037,0.660377,0.566038,0.698113,0.5,0.166667,0.568965,0.508772,0.307692,0.75,0.431034,0.40678,0.298246,0.627119,0.525424,0.571429,0.578125,0.368421,0.647059,0.72549,0.381818,0.634615,0.711538,0.75,0.5,0.533333,0.229508,0.344262,0.327869,0.327869,0.327869,0.327869,0.327869,0.327869,0.380952,0.380952,0.412698,0.390625,0.226415,0.222222,0.660377,0.566038,0.571429,0.578125,0.660377,0.566038,0.698113,0.648148,0.611111,0.518519,0.306452,0.616667,0.627119,0.482143,0.490909,0.212766,0.578947,0.578947,0.583333,0.483333,0.589286,0.589286,0.363636,0.380952,0.403226
83,0.816327,0.877551,0.877551,0.816327,0.86,0.843137,0.796296,0.740741,0.86,0.82,0.877551,0.86,0.82,0.857143,0.816327,0.857143,0.816327,0.78,0.686275,0.72549,0.78,1,0.958333,0.938776,0.938776,0.877551,0.808511,0.814815,0.759259,0.814815,0.759259,0.732143,0.678571,0.688525,0.639344,0.877551,0.816327,0.836735,0.77551,0.836735,0.77551,0.836735,0.77551,0.86,0.8,0.86,0.8,0.54717,0.266667,0.277778,0.236364,0.288462,0.245283,0.370968,0.383333,0.383333,0.258065,0.266667,0.266667,0.370968,0.383333,0.370968,0.383333,0.296296,0.311475,0.258065,0.370968,0.236364,0.280702,0.375,0.568965,0.482759,0.603448,0.636364,0.178571,0.516129,0.459016,0.314815,0.649123,0.457627,0.433333,0.305085,0.706897,0.603448,0.672131,0.677419,0.372881,0.553571,0.625,0.385965,0.54386,0.614035,0.649123,0.52459,0.583333,0.258065,0.370968,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.460317,0.4375,0.236364,0.232143,0.568965,0.482759,0.672131,0.677419,0.568965,0.482759,0.603448,0.559322,0.525424,0.440678,0.333333,0.612903,0.622951,0.482759,0.440678,0.22449,0.55,0.55,0.661017,0.559322,0.559322,0.559322,0.367647,0.384615,0.451613
84,0.784314,0.843137,0.843137,0.784314,0.826923,0.811321,0.767857,0.714286,0.826923,0.788462,0.843137,0.826923,0.788462,0.823529,0.784314,0.823529,0.784314,0.75,0.660377,0.698113,0.75,0.958333,1,0.94,0.94,0.88,0.77551,0.785714,0.732143,0.785714,0.732143,0.767857,0.714286,0.693548,0.645161,0.843137,0.784314,0.803922,0.745098,0.803922,0.745098,0.803922,0.745098,0.826923,0.769231,0.826923,0.769231,0.527273,0.278689,0.267857,0.22807,0.277778,0.236364,0.380952,0.393443,0.393443,0.269841,0.278689,0.278689,0.380952,0.393443,0.380952,0.393443,0.285714,0.322581,0.269841,0.380952,0.22807,0.271186,0.362069,0.55,0.466667,0.583333,0.614035,0.172414,0.52381,0.444444,0.303571,0.627119,0.466667,0.442623,0.295082,0.711864,0.610169,0.677419,0.709677,0.383333,0.534483,0.603448,0.372881,0.525424,0.59322,0.627119,0.532258,0.590164,0.269841,0.380952,0.365079,0.365079,0.365079,0.365079,0.365079,0.365079,0.4375,0.4375,0.46875,0.446154,0.22807,0.224138,0.55,0.466667,0.677419,0.709677,0.55,0.466667,0.583333,0.540984,0.508197,0.42623,0.34375,0.59375,0.603175,0.491525,0.42623,0.215686,0.532258,0.532258,0.639344,0.540984,0.540984,0.540984,0.376812,0.393939,0.460317
85-1,0.84,0.9,0.9,0.84,0.882353,0.865385,0.818182,0.763636,0.882353,0.843137,0.9,0.882353,0.843137,0.88,0.84,0.88,0.84,0.803922,0.679245,0.716981,0.803922,0.938776,0.94,1,1,0.938776,0.76,0.836364,0.781818,0.836364,0.781818,0.785714,0.732143,0.737705,0.688525,0.9,0.84,0.86,0.8,0.86,0.8,0.86,0.8,0.882353,0.823529,0.882353,0.823529,0.517857,0.253968,0.263158,0.224138,0.272727,0.232143,0.353846,0.365079,0.365079,0.246154,0.253968,0.253968,0.353846,0.365079,0.353846,0.365079,0.303571,0.31746,0.246154,0.353846,0.224138,0.266667,0.355932,0.59322,0.508475,0.627119,0.603448,0.169492,0.515625,0.460317,0.298246,0.672414,0.435484,0.412698,0.290323,0.758621,0.655172,0.721311,0.725806,0.354839,0.578947,0.649123,0.366667,0.568965,0.637931,0.672414,0.5,0.555556,0.246154,0.353846,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.409091,0.409091,0.439394,0.41791,0.224138,0.220339,0.59322,0.508475,0.721311,0.725806,0.59322,0.508475,0.627119,0.583333,0.55,0.466667,0.318182,0.634921,0.645161,0.483333,0.466667,0.211538,0.57377,0.57377,0.655738,0.557377,0.583333,0.583333,0.352113,0.38806,0.453125
85-2,0.84,0.9,0.9,0.84,0.882353,0.865385,0.818182,0.763636,0.882353,0.843137,0.9,0.882353,0.843137,0.88,0.84,0.88,0.84,0.803922,0.679245,0.716981,0.803922,0.938776,0.94,1,1,0.938776,0.76,0.836364,0.781818,0.836364,0.781818,0.785714,0.732143,0.737705,0.688525,0.9,0.84,0.86,0.8,0.86,0.8,0.86,0.8,0.882353,0.823529,0.882353,0.823529,0.517857,0.253968,0.263158,0.224138,0.272727,0.232143,0.353846,0.365079,0.365079,0.246154,0.253968,0.253968,0.353846,0.365079,0.353846,0.365079,0.303571,0.31746,0.246154,0.353846,0.224138,0.266667,0.355932,0.59322,0.508475,0.627119,0.603448,0.169492,0.515625,0.460317,0.298246,0.672414,0.435484,0.412698,0.290323,0.758621,0.655172,0.721311,0.725806,0.354839,0.578947,0.649123,0.366667,0.568965,0.637931,0.672414,0.5,0.555556,0.246154,0.353846,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.409091,0.409091,0.439394,0.41791,0.224138,0.220339,0.59322,0.508475,0.721311,0.725806,0.59322,0.508475,0.627119,0.583333,0.55,0.466667,0.318182,0.634921,0.645161,0.483333,0.466667,0.211538,0.57377,0.57377,0.655738,0.557377,0.583333,0.583333,0.352113,0.38806,0.453125
85-3,0.893617,0.84,0.84,0.893617,0.823529,0.807692,0.763636,0.807692,0.823529,0.857143,0.84,0.823529,0.82,0.82,0.816327,0.82,0.816327,0.78,0.72,0.692308,0.745098,0.877551,0.88,0.938776,0.938776,1,0.7,0.781818,0.826923,0.781818,0.826923,0.732143,0.773585,0.688525,0.724138,0.84,0.893617,0.8,0.851064,0.8,0.851064,0.8,0.851064,0.823529,0.875,0.823529,0.875,0.490909,0.266667,0.277778,0.236364,0.288462,0.245283,0.328125,0.33871,0.33871,0.258065,0.266667,0.266667,0.328125,0.33871,0.328125,0.33871,0.320755,0.333333,0.258065,0.328125,0.236364,0.280702,0.350877,0.568965,0.535714,0.603448,0.636364,0.178571,0.492063,0.483333,0.290909,0.649123,0.409836,0.409836,0.305085,0.706897,0.690909,0.672131,0.677419,0.35,0.581818,0.625,0.362069,0.571429,0.614035,0.649123,0.47619,0.507937,0.258065,0.328125,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.363636,0.363636,0.393939,0.393939,0.236364,0.232143,0.568965,0.535714,0.672131,0.677419,0.568965,0.535714,0.603448,0.559322,0.525424,0.491228,0.292308,0.587302,0.596774,0.482759,0.491228,0.22449,0.55,0.55,0.606557,0.586207,0.559322,0.559322,0.367647,0.384615,0.428571
86,0.64,0.7,0.7,0.64,0.686275,0.673077,0.636364,0.581818,0.686275,0.647059,0.7,0.686275,0.647059,0.68,0.64,0.68,0.64,0.782609,0.680851,0.723404,0.782609,0.808511,0.77551,0.76,0.76,0.7,1,0.654545,0.6,0.654545,0.6,0.578947,0.526316,0.548387,0.5,0.7,0.64,0.66,0.6,0.66,0.6,0.66,0.6,0.686275,0.627451,0.686275,0.627451,0.530612,0.254545,0.291667,0.244898,0.304348,0.255319,0.368421,0.381818,0.381818,0.245614,0.254545,0.254545,0.368421,0.381818,0.368421,0.381818,0.3125,0.303571,0.245614,0.368421,0.244898,0.294118,0.4,0.527273,0.436364,0.563636,0.482143,0.18,0.474576,0.413793,0.333333,0.611111,0.490566,0.490566,0.320755,0.559322,0.457627,0.532258,0.539683,0.396226,0.509434,0.584906,0.384615,0.5,0.574074,0.611111,0.592593,0.660377,0.245614,0.368421,0.350877,0.350877,0.350877,0.350877,0.350877,0.350877,0.431034,0.431034,0.465517,0.465517,0.244898,0.24,0.527273,0.436364,0.532258,0.539683,0.527273,0.436364,0.563636,0.517857,0.482143,0.392857,0.327586,0.55,0.559322,0.490566,0.444444,0.232558,0.457627,0.457627,0.516667,0.416667,0.465517,0.465517,0.387097,0.383333,0.431034
96-charge,0.826923,0.884615,0.884615,0.826923,0.8,0.785714,0.807018,0.754386,0.867925,0.830189,0.814815,0.833333,0.796296,0.865385,0.826923,0.865385,0.826923,0.759259,0.642857,0.678571,0.759259,0.814815,0.785714,0.836364,0.836364,0.781818,0.654545,1,0.942308,0.962264,0.90566,0.745763,0.694915,0.703125,0.65625,0.884615,0.826923,0.846154,0.788462,0.846154,0.788462,0.846154,0.788462,0.867925,0.811321,0.903846,0.846154,0.517241,0.301587,0.25,0.213115,0.280702,0.241379,0.358209,0.390625,0.390625,0.272727,0.301587,0.301587,0.358209,0.390625,0.358209,0.390625,0.288136,0.34375,0.272727,0.358209,0.213115,0.253968,0.33871,0.564516,0.483871,0.596774,0.52381,0.16129,0.515152,0.461538,0.327586,0.694915,0.415385,0.393939,0.276923,0.640625,0.546875,0.636364,0.641791,0.338462,0.576271,0.644068,0.328125,0.59322,0.661017,0.694915,0.477612,0.507463,0.272727,0.358209,0.343284,0.343284,0.343284,0.343284,0.343284,0.343284,0.432836,0.432836,0.441176,0.42029,0.213115,0.209677,0.564516,0.483871,0.636364,0.641791,0.564516,0.483871,0.596774,0.555556,0.52381,0.444444,0.323529,0.558824,0.567164,0.483871,0.516667,0.269231,0.65,0.65,0.677419,0.580645,0.661017,0.661017,0.455882,0.352113,0.411765
96,0.877551,0.826923,0.826923,0.877551,0.745455,0.732143,0.754386,0.796296,0.811321,0.843137,0.759259,0.777778,0.773585,0.807692,0.803922,0.807692,0.803922,0.735849,0.679245,0.654545,0.703704,0.759259,0.732143,0.781818,0.781818,0.826923,0.6,0.942308,1,0.90566,0.96,0.694915,0.732143,0.65625,0.688525,0.826923,0.877551,0.788462,0.836735,0.788462,0.836735,0.788462,0.836735,0.811321,0.86,0.846154,0.897959,0.491228,0.316667,0.263158,0.224138,0.296296,0.254545,0.333333,0.365079,0.365079,0.285714,0.316667,0.316667,0.333333,0.365079,0.333333,0.365079,0.303571,0.360656,0.285714,0.333333,0.224138,0.266667,0.333333,0.540984,0.508475,0.57377,0.55,0.169492,0.492308,0.483871,0.321429,0.672414,0.390625,0.390625,0.290323,0.59375,0.57377,0.590909,0.597015,0.333333,0.578947,0.62069,0.322581,0.596491,0.637931,0.672414,0.454545,0.462687,0.285714,0.333333,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.38806,0.38806,0.397059,0.397059,0.224138,0.220339,0.540984,0.508475,0.590909,0.597015,0.540984,0.508475,0.57377,0.532258,0.5,0.466667,0.298507,0.514706,0.522388,0.483333,0.54386,0.285714,0.627119,0.627119,0.629032,0.610169,0.637931,0.637931,0.476923,0.347826,0.38806
97-charge,0.826923,0.884615,0.884615,0.826923,0.8,0.785714,0.807018,0.754386,0.867925,0.830189,0.814815,0.833333,0.796296,0.865385,0.826923,0.865385,0.826923,0.759259,0.642857,0.678571,0.759259,0.814815,0.785714,0.836364,0.836364,0.781818,0.654545,0.962264,0.90566,1,0.942308,0.745763,0.694915,0.703125,0.65625,0.884615,0.826923,0.846154,0.788462,0.846154,0.788462,0.846154,0.788462,0.903846,0.846154,0.867925,0.811321,0.491525,0.301587,0.25,0.233333,0.280702,0.263158,0.358209,0.390625,0.390625,0.272727,0.301587,0.301587,0.358209,0.390625,0.358209,0.390625,0.310345,0.34375,0.272727,0.358209,0.233333,0.274194,0.31746,0.564516,0.483871,0.596774,0.52381,0.180328,0.538462,0.484375,0.327586,0.666667,0.4375,0.415385,0.276923,0.640625,0.546875,0.661538,0.666667,0.359375,0.55,0.616667,0.328125,0.566667,0.633333,0.666667,0.5,0.530303,0.272727,0.358209,0.343284,0.343284,0.343284,0.343284,0.343284,0.343284,0.432836,0.432836,0.441176,0.42029,0.233333,0.229508,0.564516,0.483871,0.661538,0.666667,0.564516,0.483871,0.596774,0.555556,0.52381,0.444444,0.323529,0.58209,0.567164,0.483871,0.516667,0.245283,0.622951,0.622951,0.650794,0.555556,0.633333,0.633333,0.455882,0.352113,0.411765
97,0.877551,0.826923,0.826923,0.877551,0.745455,0.732143,0.754386,0.796296,0.811321,0.843137,0.759259,0.777778,0.773585,0.807692,0.803922,0.807692,0.803922,0.735849,0.679245,0.654545,0.703704,0.759259,0.732143,0.781818,0.781818,0.826923,0.6,0.90566,0.96,0.942308,1,0.694915,0.732143,0.65625,0.688525,0.826923,0.877551,0.788462,0.836735,0.788462,0.836735,0.788462,0.836735,0.846154,0.897959,0.811321,0.86,0.465517,0.316667,0.263158,0.245614,0.296296,0.277778,0.333333,0.365079,0.365079,0.285714,0.316667,0.316667,0.333333,0.365079,0.333333,0.365079,0.327273,0.360656,0.285714,0.333333,0.245614,0.288136,0.311475,0.540984,0.508475,0.57377,0.55,0.189655,0.515625,0.508197,0.321429,0.644068,0.412698,0.412698,0.290323,0.59375,0.57377,0.615385,0.621212,0.354839,0.551724,0.59322,0.322581,0.568965,0.610169,0.644068,0.476923,0.484848,0.285714,0.333333,0.338462,0.338462,0.338462,0.338462,0.338462,0.338462,0.38806,0.38806,0.397059,0.397059,0.245614,0.241379,0.540984,0.508475,0.615385,0.621212,0.540984,0.508475,0.57377,0.532258,0.5,0.466667,0.298507,0.537313,0.522388,0.483333,0.54386,0.26,0.6,0.6,0.603175,0.583333,0.610169,0.610169,0.476923,0.347826,0.38806
98-charge,0.773585,0.830189,0.830189,0.773585,0.719298,0.706897,0.758621,0.706897,0.849057,0.811321,0.732143,0.781818,0.745455,0.777778,0.740741,0.777778,0.740741,0.649123,0.542373,0.576271,0.649123,0.732143,0.767857,0.785714,0.785714,0.732143,0.578947,0.745763,0.694915,0.745763,0.694915,1,0.941176,0.830508,0.779661,0.830189,0.773585,0.862745,0.803922,0.862745,0.803922,0.862745,0.803922,0.814815,0.759259,0.814815,0.759259,0.45,0.327869,0.298246,0.258621,0.309091,0.267857,0.384615,0.396825,0.396825,0.31746,0.327869,0.327869,0.384615,0.396825,0.384615,0.396825,0.315789,0.370968,0.31746,0.384615,0.258621,0.3,0.344262,0.57377,0.491803,0.606557,0.557377,0.267857,0.546875,0.46875,0.333333,0.65,0.467742,0.444444,0.301587,0.704918,0.606557,0.698413,0.730159,0.387097,0.559322,0.627119,0.354839,0.55,0.616667,0.65,0.53125,0.5625,0.31746,0.384615,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.461538,0.461538,0.469697,0.447761,0.258621,0.254237,0.57377,0.491803,0.698413,0.730159,0.57377,0.491803,0.606557,0.644068,0.610169,0.525424,0.390625,0.590909,0.6,0.491803,0.47541,0.226415,0.484848,0.484848,0.537313,0.447761,0.492308,0.492308,0.361111,0.41791,0.439394
98,0.82,0.773585,0.773585,0.82,0.666667,0.655172,0.706897,0.745455,0.792453,0.823529,0.678571,0.727273,0.722222,0.722222,0.716981,0.722222,0.716981,0.625,0.571429,0.551724,0.596491,0.678571,0.714286,0.732143,0.732143,0.773585,0.526316,0.694915,0.732143,0.694915,0.732143,0.941176,1,0.779661,0.821429,0.773585,0.82,0.803922,0.854167,0.803922,0.854167,0.803922,0.854167,0.759259,0.803922,0.759259,0.803922,0.423729,0.344828,0.314815,0.272727,0.326923,0.283019,0.359375,0.370968,0.370968,0.333333,0.344828,0.344828,0.359375,0.370968,0.359375,0.370968,0.333333,0.38983,0.333333,0.359375,0.272727,0.315789,0.338983,0.55,0.517241,0.583333,0.586207,0.283019,0.52381,0.491803,0.327273,0.627119,0.442623,0.442623,0.316667,0.655738,0.637931,0.650794,0.68254,0.383333,0.561404,0.603448,0.35,0.551724,0.59322,0.627119,0.507937,0.515625,0.333333,0.359375,0.387097,0.387097,0.387097,0.387097,0.387097,0.387097,0.415385,0.415385,0.424242,0.424242,0.272727,0.267857,0.55,0.517241,0.650794,0.68254,0.55,0.517241,0.583333,0.62069,0.586207,0.553571,0.365079,0.545455,0.553846,0.491525,0.5,0.24,0.461538,0.461538,0.492537,0.46875,0.46875,0.46875,0.376812,0.415385,0.415385
99-charge,0.694915,0.745763,0.745763,0.694915,0.704918,0.693548,0.8,0.75,0.762712,0.728814,0.688525,0.733333,0.7,0.728814,0.694915,0.728814,0.694915,0.612903,0.515625,0.546875,0.612903,0.688525,0.693548,0.737705,0.737705,0.688525,0.548387,0.703125,0.65625,0.703125,0.65625,0.830508,0.779661,1,0.947368,0.745763,0.694915,0.77193,0.719298,0.77193,0.719298,0.77193,0.719298,0.733333,0.683333,0.733333,0.683333,0.47619,0.26087,0.25,0.215385,0.258065,0.222222,0.333333,0.342857,0.342857,0.253521,0.26087,0.26087,0.333333,0.342857,0.333333,0.342857,0.285714,0.318841,0.253521,0.333333,0.215385,0.253731,0.313433,0.522388,0.447761,0.552239,0.507463,0.222222,0.478873,0.428571,0.28125,0.590909,0.405797,0.385714,0.275362,0.641791,0.552239,0.637681,0.642857,0.333333,0.507692,0.569231,0.323529,0.5,0.560606,0.590909,0.464789,0.492958,0.253521,0.333333,0.319444,0.319444,0.319444,0.319444,0.319444,0.319444,0.402778,0.402778,0.410959,0.391892,0.215385,0.212121,0.522388,0.447761,0.637681,0.642857,0.522388,0.447761,0.552239,0.584615,0.553846,0.476923,0.338028,0.541667,0.549296,0.405797,0.411765,0.20339,0.485714,0.485714,0.535211,0.450704,0.492754,0.492754,0.316456,0.507463,0.530303
99,0.732143,0.694915,0.694915,0.732143,0.655738,0.645161,0.75,0.789474,0.711864,0.736842,0.639344,0.683333,0.677966,0.677966,0.672414,0.677966,0.672414,0.590164,0.540984,0.52381,0.564516,0.639344,0.645161,0.688525,0.688525,0.724138,0.5,0.65625,0.688525,0.65625,0.688525,0.779661,0.821429,0.947368,1,0.694915,0.732143,0.719298,0.759259,0.719298,0.759259,0.719298,0.759259,0.683333,0.719298,0.683333,0.719298,0.451613,0.272727,0.262295,0.225806,0.271186,0.233333,0.309859,0.318841,0.318841,0.264706,0.272727,0.272727,0.309859,0.318841,0.309859,0.318841,0.3,0.333333,0.264706,0.309859,0.225806,0.265625,0.307692,0.5,0.46875,0.530303,0.53125,0.233333,0.457143,0.447761,0.274194,0.569231,0.382353,0.382353,0.287879,0.597015,0.578125,0.594203,0.6,0.328358,0.507937,0.546875,0.318182,0.5,0.538462,0.569231,0.442857,0.450704,0.264706,0.309859,0.314286,0.314286,0.314286,0.314286,0.314286,0.314286,0.361111,0.361111,0.369863,0.369863,0.225806,0.222222,0.5,0.46875,0.594203,0.6,0.5,0.46875,0.530303,0.5625,0.53125,0.5,0.314286,0.5,0.507042,0.402985,0.430769,0.214286,0.463768,0.463768,0.492958,0.470588,0.470588,0.470588,0.328947,0.507692,0.507692
100-charge,0.934783,1,1,0.934783,0.86,0.843137,0.901961,0.843137,0.978723,0.93617,0.877551,0.897959,0.857143,0.93617,0.893617,0.93617,0.893617,0.78,0.653846,0.692308,0.78,0.877551,0.843137,0.9,0.9,0.84,0.7,0.884615,0.826923,0.884615,0.826923,0.830189,0.773585,0.745763,0.694915,1,0.934783,0.956522,0.891304,0.956522,0.891304,0.956522,0.891304,0.978723,0.914894,0.978723,0.914894,0.518519,0.288136,0.277778,0.236364,0.288462,0.245283,0.349206,0.360656,0.360656,0.278689,0.288136,0.288136,0.349206,0.360656,0.349206,0.360656,0.296296,0.333333,0.278689,0.349206,0.236364,0.280702,0.327586,0.568965,0.482759,0.603448,0.551724,0.178571,0.516129,0.459016,0.314815,0.649123,0.433333,0.409836,0.283333,0.677966,0.576271,0.672131,0.677419,0.35,0.553571,0.625,0.338983,0.54386,0.614035,0.649123,0.5,0.532258,0.278689,0.349206,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.4375,0.415385,0.236364,0.232143,0.568965,0.482759,0.672131,0.677419,0.568965,0.482759,0.603448,0.559322,0.525424,0.440678,0.3125,0.587302,0.596774,0.508772,0.517857,0.25,0.55,0.55,0.606557,0.508197,0.559322,0.559322,0.367647,0.363636,0.428571
100,1,0.934783,0.934783,1,0.8,0.784314,0.843137,0.895833,0.914894,0.955556,0.816327,0.836735,0.833333,0.87234,0.869565,0.87234,0.869565,0.755102,0.693878,0.666667,0.72,0.816327,0.784314,0.84,0.84,0.893617,0.64,0.826923,0.877551,0.826923,0.877551,0.773585,0.82,0.694915,0.732143,0.934783,1,0.891304,0.953488,0.891304,0.953488,0.891304,0.953488,0.914894,0.977273,0.914894,0.977273,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.322581,0.333333,0.333333,0.293103,0.303571,0.303571,0.322581,0.333333,0.322581,0.333333,0.313726,0.350877,0.293103,0.322581,0.25,0.296296,0.321429,0.54386,0.509091,0.578947,0.581818,0.188679,0.491803,0.482759,0.307692,0.625,0.40678,0.40678,0.298246,0.627119,0.607143,0.622951,0.629032,0.344828,0.555556,0.6,0.333333,0.545455,0.589286,0.625,0.47541,0.483871,0.293103,0.322581,0.35,0.35,0.35,0.35,0.35,0.35,0.380952,0.380952,0.390625,0.390625,0.25,0.245283,0.54386,0.509091,0.622951,0.629032,0.54386,0.509091,0.578947,0.534483,0.5,0.464286,0.285714,0.539683,0.548387,0.509091,0.54717,0.266667,0.525424,0.525424,0.557377,0.534483,0.534483,0.534483,0.384615,0.359375,0.403226
101-charge,0.891304,0.956522,0.956522,0.891304,0.82,0.803922,0.862745,0.803922,0.93617,0.893617,0.836735,0.857143,0.816327,0.893617,0.851064,0.893617,0.851064,0.74,0.615385,0.653846,0.74,0.836735,0.803922,0.86,0.86,0.8,0.66,0.846154,0.788462,0.846154,0.788462,0.862745,0.803922,0.77193,0.719298,0.956522,0.891304,1,0.931818,1,0.931818,1,0.931818,0.93617,0.87234,0.93617,0.87234,0.481481,0.254237,0.240741,0.2,0.25,0.207547,0.31746,0.327869,0.327869,0.245902,0.254237,0.254237,0.31746,0.327869,0.31746,0.327869,0.259259,0.3,0.245902,0.31746,0.2,0.245614,0.293103,0.534483,0.448276,0.568965,0.517241,0.185185,0.483871,0.42623,0.277778,0.614035,0.4,0.377049,0.25,0.644068,0.542373,0.639344,0.645161,0.316667,0.517857,0.589286,0.305085,0.508772,0.578947,0.614035,0.467742,0.5,0.245902,0.31746,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581,0.396825,0.396825,0.40625,0.384615,0.2,0.196429,0.534483,0.448276,0.639344,0.645161,0.534483,0.448276,0.568965,0.578947,0.54386,0.45614,0.301587,0.555556,0.564516,0.473684,0.482143,0.26087,0.542373,0.542373,0.6,0.5,0.551724,0.551724,0.338235,0.333333,0.396825
